FID,place_name_mapping,place_name_gazetteer,gaz_id,altitude,feature_type_name,narrative,gazetteer,latitude,longitude,geometry,scar_common_id,country_name,country_id
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f3b,Graunch Gully,Graunch Gully,113424,,Gully,"A gully leading from Edisto Glacier, near The Football to Football Saddle. Several days were spent by the NZ Geological Survey Antarctic Expedition, 1957-58, in relaying sledges and stores up the gully to the pass by man-hauling.",NZL,-72.5,169.75,POINT (169.75 -72.5),5610,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f3c,Graveson Glacier,Graveson Glacier,113425,,Glacier,"A tributary of the Lillie Glacier flowing from the southern end of the Exploring Range. Named by the Northern Party, NZARP for F Graveson, mining engineer, who wintered at Scott Base in 1963 and was field assistant on the expedition.",NZL,-71,163.75,POINT (163.75 -71),5617,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f3d,Green Lake,Green Lake,113426,,Water body,"A small lake, near Cape Royds on Ross Island. Named by members of the BAE, 1907-09, because of its colouring.",NZL,-77.55,166.15,POINT (166.15 -77.55),5644,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f3e,Green Mesa,Green Mesa,113427,,Mesa,"Named after William J. Green, School of Interdsciplinary Studies, Miami University.",NZL,-77.4333,161.05,POINT (161.05 -77.433333),16679,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f3f,Mount Greene,"Greene, Mount",113428,,Mountain,"Peak at the south side of the mouth of Freimanis Glacier at the point the latter joins Tucker Glacier. Named by the USACAN for First Lt John H Greene, US Commanding officier of helicopter detachment that supported Topo North-South 1961-62.",NZL,-72.1,168.2333,POINT (168.233333 -72.1),5654,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f40,Mount Greenlee,"Greenlee, Mount",113429,,Mountain,"A steep-sided, jagged mountain of metamorphic rock just east of Mt Butters, but a separate feature. Named by Dr F Alton Wade, leader of the Shackleton Glacier Party, USARP 1962-63, for David W Greenlee, a member of that party.",NZL,-84.85,-177,POINT (-177 -84.85),5656,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f41,Greenville Hole,Greenville Hole,113430,,,"A circular depression, 200m deep, in the centre of Greenville Valley, Convoy Range, Victoria Land. The feature is 2km in diameter, ice free (retains its glacially eroded form without any infilling) and marks the lowest elevation in the Convoy Range. Named in association with Greenville Valley, q.v.",NZL,-76.7167,160.9667,POINT (160.966667 -76.716667),5659,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f42,Greenville Valley,Greenville Valley,113431,,Valley,"A large dry valley running WSE-ENE, its centre in the Convoy Range 10 miles due west of Flagship Mountain. Near the head of the valley the south wall is breached by the entrance to the Merrill Valley. A lobe of the Northwind Glacier flows a short distance into the mouth of the valley. Discovered by the Northern Survey Party of the NZTAE, 1956-58, in December 1957, and named by them for the USNA Greenville Victory, a frieghter in the main American convoy into McMurdo Sound in 1956-57.",NZL,-76.7333,160.8667,POINT (160.866667 -76.733333),5660,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f43,Greenwell Glacier,Greenwell Glacier,113432,,Glacier,"Large glacier flowing between Everett and Mirabito Ranges to enter Lillie Glacier. Named by the USACAN for Cdr Martin D Greenwell, USN, Commanding officer of VX-6, 1961-62.",NZL,-71.3333,165,POINT (165 -71.333333),5661,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f44,Greenwood Valley,Greenwood Valley,113433,,Valley,"Low-gradient, ice-filled valley between Staeffler Ridge and Mt Doorly. Named by the USACAN for Chief Construction Mechanic Russel A Greenwood, USN, who was in charge of heavy equipment maintenance at McMurdo Station, 1962-63.",NZL,-77.35,162.9,POINT (162.9 -77.35),5663,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f45,Gregory Bluffs,Gregory Bluffs,113434,,Bluff,"Rock bluffs on the eastern side of Nielsen Fjord. Named by ANARE after C Gregory, geologist with the ANAR Expedition 1962, led by Phillip Law which explored this area. Gregory and Law landed on the bluffs on 12 February 1962.",NZL,-70.7333,165.8167,POINT (165.816667 -70.733333),5667,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f46,Gregory Island,Gregory Island,113435,,Island,"A small island, a 1/4 mile in diameter, lying close to the coast, about 2 miles north-east of Cape Archer, off Victoria Land. First discovered by the NAE, 1901-04, at which time it was thought to be a cape and was named Gregory Point, for Professor John Walter Gregory, director of the civilian scientific staff of the expedition. The feature was discovered to be an island by the BAE, 1910-13, and the name was changed to Gregory Island.",NZL,-76.7333,162.9667,POINT (162.966667 -76.733333),5669,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f47,Mount Grendal,"Grendal, Mount",113436,,Mountain,"A peak rising to 2,000m between the heads of Valhalla Glacier and Conrow Glacier in the Asgard Range, Victoria Land. Mapped by the USGS in 1962 from U.S. Navy aerial photographs taken 1947-59. Named by the NZ-APC in 1983 from association with Mount Beowulf (q.v.) after Grendal (Grendel), the monster in the Old English epic poem Beowulf.",NZL,-77.5667,162,POINT (162 -77.566667),5675,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f48,Gressitt Glacier,Gressitt Glacier,113437,,Glacier,"Glacier flowing north east between Daniels Range and Emlen Peaks and entering Rennick Glacier. Named by the USACAN for J Linsley Gressitt, biologist programme director who made biological studies in the Ross Sea area in four summer seasons 1959-60 and 1961-64.",NZL,-71.5,161.25,POINT (161.25 -71.5),5676,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f49,Mount Griffin,"Griffin, Mount",113438,,Mountain,"Peak 12 miles south-east of Mt Bolt in the south-central part of the ANARE mountains. Named by the USACAN for Joe R Griffin, Chief Warrant Officier, USA helicopter pilot supporting Topo East-West 1962-63.",NZL,-71.1833,166.2667,POINT (166.266667 -71.183333),5684,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4a,Griffiths Glacier,Griffiths Glacier,113439,,Glacier,"Prominent cirque-type glacier located next NE of Crisp Glacier in Gonville and Caius Range, Victoria Land. It drains ESE to Debenham Glacier to the E of Second Facet. Named after Harold Griffiths (d. 1974) who was associated with Antarctic exploration for over 50 years. He was instrumental in the NZ Antarctic Society's campaign to get the NZ Government to establish a presence in Antarctica.",NZL,-77.1667,162.3333,POINT (162.333333 -77.166667),16845,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4b,Mount Griffith,"Griffith, Mount",113440,1676,Mountain,"A peak, about 1676m high, lying close north of the Will Hays Mountains between Amundsen and Robert Scott Glaciers in the Queen Maud Range. Discovered in December 1934 by the Geological Party, led by Blackburn, of the Byrd AE, 1933-35. Named by Byrd for Raymond Griffith, of Twentieth Century Fox pictures, who assisted in assembling motion picture records of the expedition.",NZL,-85.8833,-155.5,POINT (-155.5 -85.883333),5691,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4c,Grindley Plateau,Grindley Plateau,113441,3900,Plateau,"A high plateau in the central Queen Alexandra Range, approximately 200 square miles in extend and varying from 2700 to over 3900m in elevation. It is bordered by the peaks of Bell, Mackellar and Kirkpatrick. Named by the Northern Party of the NZGSAE, 1961-62, for George Grindley, a senior geologist of the party.",NZL,-84.15,166.0833,POINT (166.083333 -84.15),5710,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4d,Grosvenor Mountains,Grosvenor Mountains,113442,3200,Mountain,"A group of ridges, rising to about 3200m high, which stand close north-west of the north-west facing escarpment of the Queen Maud Range that also marks the head of Shackleton Glacier some 20 miles to the north-east, bordering the South Polar Plateau and pierced by several glaciers. Discovered by the Byrd AE, 1928-30, on Byrd's flight to the South Pole in November 1929. Named by him for Gilbert Grosvenor, then President of the National Geographic Society, which helped finance the expedition.",NZL,-85.6667,175,POINT (175 -85.666667),5724,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4e,Guardian Nunatak,Guardian Nunatak,113443,335,Nunatak,"This nunatak, about 335m high, is part of a submerged ridge which extend north-east to make the western edge of the Hood Glacier near the Ross Ice Shelf. It is, as it were, guarding the entrance to the glacier, hence the name which was given by the NZ Alpine Club Expedition, 1959-60.",NZL,-83.8167,173.2333,POINT (173.233333 -83.816667),5752,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f4f,Gully Bay,Gully Bay,113444,,Bay,"A local name bestowed on a small bay near Cape Evans, on Ross Island, by members of the BAE, 1910-13.",NZL,-77.6333,166.4,POINT (166.4 -77.633333),5787,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f50,Mount Gunn,"Gunn, Mount",113445,,Mountain,"A massive mountain 9 miles north-west of Mt Gran, overlooking the extreme head of the Benson Glacier and the Merrill and Greenville Valleys. On the west it is separated by the broad Cambridge Glacier from Mt Brooke and the Coombs Hills. It was photographed and plotted by the Northern Survey Party of the NZTAE, 1956-58, in October-November 1957. Named by them after Bernard M Gunn, a member of the Northern Survey Party.",NZL,-76.8667,160.7,POINT (160.7 -76.866667),5796,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f51,Gurkha Peak,Gurkha Peak,113446,,Peak,Named for people whose traditional weapon is the kukri (knife),NZL,-77.6667,163.2667,POINT (163.266667 -77.666667),16846,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f52,Gusty Gully,Gusty Gully,113447,,Gully,Drops from Ferrar to Taylor Glacier.,NZL,-77.9,161.4667,POINT (161.466667 -77.9),5810,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f53,Mount Guyon,"Guyon, Mount",113448,2541,Mountain,"A bluff-type mountain with a small summit area, 2541 m. It rises at the W side of Deception Glacier and forms the highest elevation in Warren Range. The Northern Party of the CTAE (1956-58) called this feature ""Mount Warren"" after Guyon Warren, a member of the field party in 1957-58. That name was not adopted in order to avoid confusion with another mountain of the same name. It is now recommended that the name Mount Guyon (after Guyon Warren) be approved for the mountain described in keeping with the spirit of the original naming.",NZL,-78.4167,158.2833,POINT (158.283333 -78.416667),16847,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f54,Haffner Glacier,Haffner Glacier,113449,,Glacier,"A steep valley glacier, flowing into Berg Bay, in the Robertson Bay area of northern Victoria Land. First charted in 1899 by the BAE, 1898-1900, which named it for Colonel Haffner, Director of the Government Survey of Norway.",NZL,-71.4667,169.4,POINT (169.4 -71.466667),5849,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f55,Haggits Pillar,Haggits Pillar,113450,60,Pillar,"A column of rock, about 60m high, lying about 1/10 of a mile west of Scott Island, some 315 miles north-eastward of Cape Adare, the north-eastern extremity of Victoria Land. Discovered in December 1902 by Captain William R Colbeck, RNR, Commander fo the Morning, the relief ship of the NAE, 1901-04.",NZL,-67.4,-179.9167,POINT (-179.91667 -67.4),5858,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f56,Hahn Island,Hahn Island,113451,,Island,"A small island, 8 miles north of Mt Discovery, on the eastern side of the Koettlitz Glacier. Named by ACAN 1963, for Commander James Hahn, USN.",NZL,-78.25,164.9667,POINT (164.966667 -78.25),5863,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f57,Half Black Peak,Half Black Peak,113452,,Peak,Prominent peak west of Crown Hills. Named for colour; half black rock and half snow.,NZL,-71.7833,163.6667,POINT (163.666667 -71.783333),5882,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f58,Half Century Nunatak,Half Century Nunatak,113453,,Nunatak,"A nunatak about 4 miles from Dismal Buttress, snow covered on the top and western side, with a rock face on the eastern side. Near this nunatak the Southern Party of the NZGSAE, 1961-62, which surveyed and named the feature celebrated the 50th anniversary of Amundsen reaching the South Pole.",NZL,-85.3667,-178.8333,POINT (-178.83333 -85.366667),5883,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f59,Half-ration Névé,Half-ration Névé,113454,,Neve,"Large névé at the head of Aviator Glacier. Named by the Northern Party of the NZGSAE, 1962-63, because the party's re-supply was delayed several days by blizzards and they were of necessity living on reduced rations.",NZL,-73.0167,163.5,POINT (163.5 -73.016667),5887,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5a,Halfway Nunatak,Halfway Nunatak,113455,1268,Nunatak,"An isolated nunatak, 1268m high, on the east side of The Landing, and almost in the centre of the upper Skelton Glacier. Surveyed and given this descriptive name in February 1957 by the New Zealand Party of the TAE, 1956-58.",NZL,-78.3833,161.1,POINT (161.1 -78.383333),5892,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5b,Hall Bluff,Hall Bluff,113456,,Bluff,"Named after Brenda Hall, Research Assistant, Department of Geological Sciences.",NZL,-77.55,161.3833,POINT (161.383333 -77.55),16681,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5c,Hallam Peak,Hallam Peak,113457,,Peak,"Named after Cheryl A. Hallam, USGS geographer.",NZL,-77.65,163.3833,POINT (163.383333 -77.65),16682,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5d,Hallett Peninsula,Hallett Peninsula,113458,1500,Peninsula,"The peninsula between Cape Wheatstone and Cape Hallett, separated from the Admiralty Mountains by Football Saddle and Edisto Inlet. It is an elongated basalt dome similar to Adare Peninsula, and has 1500m cliffs on tis eastern seaward side and 300m cliffs on its western side. Named by the NZ Geological Survey Atnarctic Expedition, 1957-58, because Hallett Station on Seabee Hook is at the northern end of the peninsula.",NZL,-72.5,170.1667,POINT (170.166667 -72.5),5906,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5e,Hallett Station,Hallett Station,113459,,Station,The joint NZ-US IGY Station near Cape Hallett which was established in 1957. It takes its name from the cape.,NZL,-72.3,170.3,POINT (170.3 -72.3),5909,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f5f,Cape Hallett,"Hallett, Cape",113460,,Cape,"A rugged headland about 10 miles southward of Cape Christie, midway between Cape Adare and Coulman Island on the north-west coast of the Ross Sea. Discovered and named in 1841 by Ross for Thomas R Hallett, the purser on the Erebus, one of the two expedition ships.",NZL,-72.3167,170.2667,POINT (170.266667 -72.316667),5908,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f60,Mount Hall,"Hall, Mount",113461,,Mountain,"Commemorates Rob Hall (who dies on Mt Everest with Andy Harris) who worked 2 seasons with NZARP as Field Training Instructor, later guiding clients on climbs in the Patriot Hills.",NZL,-77.5667,162.6,POINT (162.6 -77.566667),16848,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f61,Mount Hall,"Hall, Mount",113462,2000,Mountain,"The highest point of an elevated, snow-covered table of irregular ground plan, rising to 2000m, about 1 1/2 miles south of Mt Daniel, in the foothills of the Prince Olav Mountains. Discovered and photographed by the US Ross Ice Shelf Traverse Party in 1957-58, and named by Crary for Lieut Ray Eldon Hall, US.",NZL,-84.9167,-170.3667,POINT (-170.36667 -84.916667),5912,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f62,Hamilton Glacier,Hamilton Glacier,113463,,Glacier,"A glacier about 12 miles long draining the north side of Mt Markham in the Queen Elizabeth Range. Named by the Northern Party of the NZGSAE, 1960-61, for Dr W M Hamilton, Secretary of the New Zealand Department of Scientific and Industrial Research.",NZL,-82.6667,160.25,POINT (160.25 -82.666667),5928,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f63,Mount Hamilton,"Hamilton, Mount",113464,1524,Mountain,"A mountain, rising to about 1524m high, which marks the western end of the Tapley Mountains, standing at the east side of the lower reaches of the Robert Scott Glacier in the Queen Maud Range. Discovered in December 1934 by the Geological Party, led by Blackburn, of the Byrd AE, 1933-35. Named by Byrd for G C Hamilton, general manager of the McClatchy Newspapers, of Sacramento, California, who was a contributor to the expedition.",NZL,-85.7333,-151.8833,POINT (-151.88333 -85.733333),5932,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f64,Handley Hill,Handley Hill,113465,,Hill,"A small rounded point (1067m) in a complex of hills on south side of Keble Hills. Named after W.R.C. Handley, Ph.D. supervisor to Laurence Greenfield, who proposed the name.",NZL,-78.0167,164.2167,POINT (164.216667 -78.016667),5954,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f65,The Handle,"Handle, The",113466,,,Elongate Massif. Related to Sickle Ridge.,NZL,-78,161.9833,POINT (161.983333 -78),5955,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f66,Handsley Valley,Handsley Valley,113467,,Valley,Small Valley extending NE between Knobhead and Mt Handsley.,NZL,-77.9167,161.6,POINT (161.6 -77.916667),5957,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f67,Hansen Nunatak,Hansen Nunatak,113468,800,Nunatak,"A beehive-shaped nunatak, about 800m high, lying near the middle of the Reeves Glacier, a short distance above its terminus. Discovered by the NAE, 1901-04, but named by the BAE, 1907-09.",NZL,-74.7667,162.3333,POINT (162.333333 -74.766667),5978,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f68,Hanson Ridge,Hanson Ridge,113469,,Ridge,"A small ridge in the Wilson Piedmont Glacier, 3 miles north-west of Spike Cape. Named by the USACAN for Kirby J Hanson, who was meteorologist in charge at the South Pole Station, winter party 1958.",NZL,-77.2833,163.3167,POINT (163.316667 -77.283333),5987,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f69,Mount Hanssen,"Hanssen, Mount",113470,,Mountain,,NZL,-85.9833,-164.4667,POINT (-164.46667 -85.983333),5989,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6a,Harbord Glacier,Harbord Glacier,113471,,Glacier,"A glacier about 3 miles wide descending between Mt George Murray and Mt Smith to the coast of Victoria Land, where it feeds the Harbord Glacier Tongue. The name is taken from the glacier tongue, which was named by the BAE, 1907-09.",NZL,-75.9167,162.4,POINT (162.4 -75.916667),5996,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6b,Harbord Glacier Tongue,Harbord Glacier Tongue,113472,,Tongue,,NZL,-75.9167,162.8333,POINT (162.833333 -75.916667),5997,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6c,Harbour Glacier Tongue,Harbour Glacier Tongue,113473,,Glacier,"A small ice tongue, 1 mile long. east of Couloir Cliffs, in Granite Harbour. Named by the Granite Harbour Geological Party, led by Taylor, of the BAE, 1910-13. The NZ gazetteer published this name as Harbour Ice Tongue in 1958, and it has subsequently been shown as such on published maps. However, the descriptive generic used by Scott's second expedition on its large scale maps was 'glacier tongue'. Therefore the feature type was changed by the NZGB on 15 May 2006.",NZL,-77.0167,162.95,POINT (162.95 -77.016667),6000,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6d,Mount Harcourt,"Harcourt, Mount",113474,,Mountain,"A peak in the Commonwealth Range in Victoria Land overlooking the east side of the Beardmore Glacier at its junction with the Ross Ice Shelf. Discovered and named by the BAE, 1907-09, in December 1908.",NZL,-83.8167,172.4167,POINT (172.416667 -83.816667),6001,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6e,Hare Peak,Hare Peak,113475,,Peak,"A rocky peak at the end of a ridge forming the eastern wall of the Leigh Hunt Glacier. Surveyed and named by the Southern Party of the NZGSAE, 1961-62, for C H Hare a member of Scott's NAE, 1901-04, who wintered over in the ""Discovery"" in 1902 and nearly lost his life on the first sledging journey of the expedition. A New Zealander, he joined the expedition at Lyttelton.",NZL,-84.9833,174.2833,POINT (174.283333 -84.983333),6008,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f6f,Mount Harker,"Harker, Mount",113476,914,Mountain,"A mountain in the Gonville and Caius Range, about 914m high, forming the northern wall of the Debenham Glacier near its head in Victoria Land. It was charted and named by the BAE, 1910-13, for Dr Alfred Harker, a noted British Petrologist.",NZL,-77.3,162.0833,POINT (162.083333 -77.3),6013,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f70,Mount Harkness,"Harkness, Mount",113477,1676,Mountain,"A mountain, about 1676m high, standing close to Mt Zanuck and forming part of the east wall of Robert Scott Glacier in the Queen Maud Range. Discovered in December 1934 by the Geological Party, led by Blackburn, of the Byrd AE, 1933-35. Named at that time by Byrd for Bruce Harkness, a friend of Richard S Russell, a member of that party.",NZL,-86.0667,-150.6,POINT (-150.6 -86.066667),6014,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f71,Harlin Glacier,Harlin Glacier,113478,,Glacier,"A Rennick Glacier tributary north of Daniels Range (in the USARP Mountains). Named by the USACAN for Ben W Harlin, meteorologist in charge at Little America Station 1957, and Station Scientific Leader at the Pole Station, winter party 1958.",NZL,-70.8833,160.8333,POINT (160.833333 -70.883333),6016,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f72,Mount Harmsworth,"Harmsworth, Mount",113479,2770,Mountain,"The northernmost peak in the Worcester Range, 2770m high, lying north-west of Moore Bay, on the west side of the Ross Ice Shelf. Discovered by the NAE, 1901-04, which named this peak for Sir Alfred Harmsworth, later Viscount Northcliffe, a generous contributor to the expedition. This peak was ascended in 1957 by three members of the New Zealand Party of the TAE, 1956-58. They were Arnold Heine, Guyon Warren and Bernard Gunn. This was the first ascent of a major peak in Victoria Land.",NZL,-78.6833,160.9333,POINT (160.933333 -78.683333),6020,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f73,Harp Glacier,Harp Glacier,113480,,Glacier,Named in association with Harp Hill.,NZL,-77.5333,163.2333,POINT (163.233333 -77.533333),16684,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f74,Harp Hill,Harp Hill,113481,,Hill,Named descriptively from its distinct appearance.,NZL,-77.5167,163.3167,POINT (163.316667 -77.516667),16685,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f75,Mount Harrington,"Harrington, Mount",113482,2682,Mountain,"One of the highest points on the eastern end of the Victory Mountains, it rises 2682m on the west side of Whitehall Glacier and south of Mt Northampton. Named by the NZ Antarctic Place Names Committee for Dr H J Harrington who led the NZGSAE, 1957-58, which explored in this region, and also led the NZGSAE, 1958-59.",NZL,-72.75,168.95,POINT (168.95 -72.75),6031,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f76,Harris Ledge,Harris Ledge,113483,,Ridge,"Named after Henry Harris, Illinois State Geological Survey, who made hydrogeological studies.",NZL,-77.4667,161.4333,POINT (161.433333 -77.466667),16686,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f77,Harris Peak,Harris Peak,113484,,Peak,"Commemorates Andy Harris (died Mt Everest) who worked for NZARP as field leader, including 2 trips to Marie Byrd Land.",NZL,-77.5667,162.7,POINT (162.7 -77.566667),16849,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f78,Harrison Bluff,Harrison Bluff,113485,,Bluff,"A pale-coloured trachyte headland, forming the seaward termination of Trachyte Hill, and marking the southern end of McDonald Beach on the western side of Mt Bird. A survey station marked by a corner of the bluff by E B Fitzgerald of the Cape Bird Party of the NZGSAE, 1958-59. Many skuas nest on the bluff. Large areas in this vicinity are covered by white patches of cyclic sea-salt formed by the evaporation of wind-blown sea-water. Named by the NZ Antarctic Place Names Committee for J Harrison, Mountaineer-Assistant of the above expedition.",NZL,-77.2833,166.3833,POINT (166.383333 -77.283333),6039,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f79,Harrison Stream,Harrison Stream,113486,,Watercourse,"A small bubbling stream lying to the south side of Harrison Bluff and Trachyte Hill, and flowing to the north end of Romanes Beach on the ice-free western slopes of Mt Bird. The Cape Bird Party of the NZGSAE, 1958-59, camped at the mouth of the stream, and found the water unpleasant to drink, as it was contaminated by cyclic salt, dissolved from surrounding slopes by melt-water from snow patches. Named by the NZ Antarctic Place names Committee for J Harrison, Mountaineer-Assistant with the above expedition.",NZL,-77.2833,166.4,POINT (166.4 -77.283333),6045,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f7a,Hart Glacier,Hart Glacier,113487,,Glacier,"A hanging glacier on the south wall of the Wright Valley, between the Goodspeed and Meserve Glacier. Named by US Deep Freeze III, 1956-57, for Roger Hart of Lynn, Mass. USA, a geological assistant to Robert Nichols in Antarctica in the 1959-60 season under US National Science Foundation auspices.",NZL,-77.5,162.3833,POINT (162.383333 -77.5),6054,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f7b,Harvard Tarn,Harvard Tarn,113488,,Water body,Named after an American University.,NZL,-77.5667,163.1333,POINT (163.133333 -77.566667),16687,New Zealand,554
SCAR_CGA_PLACE_NAMES_SIMPLIFIED.fid--705bf013_176d43914a8_f7c,Mount Harwood,"Harwood, Mount",113489,,Mountain,"A peak, mostly ice-covered, on the eastern side of Nielsen Fjord, just south of Gregory Bluffs. Named by ANARE after T R Harwood, second in charge of the ANAR Expedition 1962 which explore this area.",NZL,-70.7333,165.8167,POINT (165.816667 -70.733333),6071,New Zealand,554
